,id,type,address,number,postal_code,municipality,province,location,public,available,hours,Full_Address,Lat,Lon,WT_3m1p5
9497,10998.0,,Markgraverstraat,10.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Markgraverstraat,10.0,Antwerpen,Belgium",51.2213404,4.4051485,
9534,11037.0,,Godefriduskaai,16.0,2000.0,Antwerpen,Antwerpen,,,,,"Godefriduskaai,16.0,Antwerpen,Belgium",51.2281377,4.4084745,
9548,11052.0,,Oudeleeuwenrui,25.0,2000.0,Antwerpen,Antwerpen,,,,,"Oudeleeuwenrui,25.0,Antwerpen,Belgium",51.2269559,4.4088267,
9549,11053.0,,Meir,24.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Meir,24.0,Antwerpen,Belgium",51.2180888,4.4091154,
9558,11062.0,,Entrepotkaai ,15.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Entrepotkaai ,15.0,Antwerpen,Belgium",51.2292228,4.4114419,
9562,11066.0,,Interleuvenlaan ,58.0,3001.0,Leuven,Vlaams-Brabant,,Y,,,"Interleuvenlaan ,58.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
9566,11070.0,,Interleuven,58.0,3001.0,Leuven,Vlaams-Brabant,,Y,,,"Interleuven,58.0,Vlaams-Brabant,Belgium",50.8826624,4.6967705,
9583,11087.0,,Schapenstraat,,8400.0,Oostende,West-Vlaanderen,,Y,,,"Schapenstraat,,West-Vlaanderen,Belgium",51.2120411,2.9108197,
9615,11123.0,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
9629,11140.0,,Interleuvenlaan ,40.0,3001.0,Leuven,Vlaams-Brabant,,Y,,,"Interleuvenlaan ,40.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
9634,11145.0,,Hendrik Baelskaai,12.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Hendrik Baelskaai,12.0,West-Vlaanderen,Belgium",51.2313615,2.9372677,
9642,11153.0,,Hendrik Conscienceplein,12.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Hendrik Conscienceplein,12.0,Antwerpen,Belgium",51.2211008,4.4041753,
9645,11156.0,,Frankrijklei,101.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Frankrijklei,101.0,Antwerpen,Belgium",51.2151342,4.4127668,
9668,11180.0,,Gaston Geenslaan,14.0,3001.0,Heverlee,Vlaams-Brabant,,Y,,,"Gaston Geenslaan,14.0,Vlaams-Brabant,Belgium",50.8650137,4.6666194,
9673,11185.0,,Diestsesteenweg,3.0,3010.0,Kessel-Lo,Vlaams-Brabant,,Y,,,"Diestsesteenweg,3.0,Vlaams-Brabant,Belgium",50.8884146,4.7541206,
9674,11186.0,,Godefriduskaai,12.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Godefriduskaai,12.0,Antwerpen,Belgium",51.2281377,4.4084745,
9675,11187.0,,Kolonel Begaultlaan,,3012.0,Leuven,Vlaams-Brabant,,Y,,,"Kolonel Begaultlaan,,Vlaams-Brabant,Belgium",50.8958652,4.7062523,
9685,11198.0,,Halewijnlaan,92.0,2050.0,Antwerpen,Antwerpen,,Y,,,"Halewijnlaan,92.0,Antwerpen,Belgium",51.2238538,4.3783458,
9729,11243.0,,President Kennedylaan,7.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"President Kennedylaan,7.0,West-Vlaanderen,Belgium",51.2094416,3.2230032,
9739,11252.0,,Gaston Geemslaan,8.0,3001.0,Heverlee,Vlaams-Brabant,,Y,,,"Gaston Geemslaan,8.0,Vlaams-Brabant,Belgium",50.8650137,4.6666194,
9777,11299.0,,Vindictivelaan,1.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Vindictivelaan,1.0,West-Vlaanderen,Belgium",51.2279047,2.9206147,
9778,11300.0,,Pycke de ten aerdelaan,47.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Pycke de ten aerdelaan,47.0,West-Vlaanderen,Belgium",51.2110754,2.8886573,
9779,11301.0,,Duivenhokstraat,92.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Duivenhokstraat,92.0,West-Vlaanderen,Belgium",51.2195166,2.9027573,
9780,11302.0,,Klokhofstraat,10.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Klokhofstraat,10.0,West-Vlaanderen,Belgium",51.0707849,2.6461601,
9794,11316.0,,Torhoutsesteenweg,584.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Torhoutsesteenweg,584.0,West-Vlaanderen,Belgium",51.2102464,2.905391,
9798,11320.0,,Nieuwpoortsesteenweg,636.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Nieuwpoortsesteenweg,636.0,West-Vlaanderen,Belgium",51.2102562,2.8770471,
9822,11345.0,,Duidenstraat,147.0,8400.0,Oostende,West-Vlaanderen,,Y,,,"Duidenstraat,147.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
9860,11383.0,,Scheldelaan,8.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Scheldelaan,8.0,Antwerpen,Belgium",51.2998941,4.3074336,
9910,11434.0,,Middelheimlaan,1.0,2020.0,Antwerpen,Antwerpen,,Y,,,"Middelheimlaan,1.0,Antwerpen,Belgium",51.183026,4.4156146,
9911,11435.0,,Ambtmanstraat,1.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Ambtmanstraat,1.0,Antwerpen,Belgium",51.222482,4.4059398,
9912,11436.0,,Printsstraat,13.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Printsstraat,13.0,Antwerpen,Belgium",51.4773183,4.5100551,
9913,11437.0,,Rodestraat,14.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Rodestraat,14.0,Antwerpen,Belgium",51.2234938,4.4139139,
9929,11454.0,,Rozenlaan,,8400.0,Oostende,West-Vlaanderen,,Y,,,"Rozenlaan,,West-Vlaanderen,Belgium",50.9067547,3.2157345,
9930,11455.0,,Maria Theresialei,,2018.0,Antwerpen,Antwerpen,,Y,,,"Maria Theresialei,,Antwerpen,Belgium",51.2958027,4.4371906,
10010,11535.0,,Cockerillkaai,18.0,2000.0,Antwerpen,Antwerpen,,Y,,,"Cockerillkaai,18.0,Antwerpen,Belgium",51.2120306,4.3897789,
10012,11537.0,,President Kennedypark,37.0,8500.0,Kortrijk,West-Vlaanderen,,Y,,,"President Kennedypark,37.0,West-Vlaanderen,Belgium",50.8004697,3.2735276,
10030,11556.0,,Havanastraat,2.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Havanastraat,2.0,Antwerpen,Belgium",51.2607767,4.422228,
10049,11575.0,,Romeinsestraat,8.0,3001.0,Leuven,Vlaams-Brabant,,Y,,,"Romeinsestraat,8.0,Vlaams-Brabant,Belgium",50.846042,4.7373408,
10104,11631.0,,Poldervlietweg,3.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Poldervlietweg,3.0,Antwerpen,Belgium",51.3076245,4.3600472,
10108,11635.0,,Ordamstraat,10.0,2030.0,Antwerpen,Antwerpen,,Y,,,"Ordamstraat,10.0,Antwerpen,Belgium",51.2881772,4.3526674,
10136,11665.0,Appareil Fixe,Koningin Astridplein,,2018.0,Antwerpen,Antwerpen,,Y,,,"Koningin Astridplein,,Antwerpen,Belgium",51.2185297,4.4207857,
10149,11681.0,,Jan Denucéstraat,33.0,2020.0,Antwerpen,Antwerpen,,Y,,,"Jan Denucéstraat,33.0,Antwerpen,Belgium",51.1944798,4.3906119,
10150,11682.0,,Jan Denucéstraat,16.0,2020.0,Antwerpen,Antwerpen,,Y,,,"Jan Denucéstraat,16.0,Antwerpen,Belgium",51.1944798,4.3906119,
10152,11684.0,,Jan De Voslei,36.0,2020.0,Antwerpen,Antwerpen,,Y,,,"Jan De Voslei,36.0,Antwerpen,Belgium",51.1884878,4.3895887,
10153,11685.0,,Jan Denucéstraat,23.0,2020.0,Antwerpen,Antwerpen,,Y,,,"Jan Denucéstraat,23.0,Antwerpen,Belgium",51.1944798,4.3906119,
10239,11780.0,Appareil fixe-Vast apparaat,E.Vlietinckstraat,20.0,8400.0,Oostende,West-Vlaanderen,rechts van inkompoort in kast aangeduid met AED,Oui-Ja,Oui-Ja,,"E.Vlietinckstraat,20.0,West-Vlaanderen,Belgium",51.2075684,2.9370717,
10240,11781.0,Appareil fixe-Vast apparaat,Joseph-Plateaustraat ,20.0,8400.0,Oostende,West-Vlaanderen,"langs openbare weg, poort links ervan. is in kast aangeduid met AED",Oui-Ja,Oui-Ja,,"Joseph-Plateaustraat ,20.0,West-Vlaanderen,Belgium",51.2086151,2.9384926,
10249,11791.0,Appareil fixe-Vast apparaat,Mechelsesteenweg,,2018.0,Antwerpen,Antwerpen,In de gang,Non-Nee,Non-Nee,,"Mechelsesteenweg,,Antwerpen,Belgium",51.2055418,4.4102937,
10311,11860.0,Appareil fixe-Vast apparaat,Korte Gasthuisstraat,,2000.0,Antwerpen,Antwerpen,Accueil,Oui-Ja,Non-Nee,9h-17h,"Korte Gasthuisstraat,,Antwerpen,Belgium",51.2165962,4.4044933,
10344,11896.0,Appareil fixe-Vast apparaat,Baron Decampslaan,112.0,3018.0,Wijgmaal,Vlaams-Brabant,Onthaal,Oui-Ja,Non-Nee,8h-19h,"Baron Decampslaan,112.0,Vlaams-Brabant,Belgium",50.8815434,4.564597,
10405,11947.0,Vast apparaat,Maritiem Plein,3.0,8400.0,Oostende,West-Vlaanderen,Onthaal,Ja,,,"Maritiem Plein,3.0,West-Vlaanderen,Belgium",51.2338135,2.9295961,
10406,11948.0,Vast apparaat,Maritiem Plein,3.0,8400.0,Oostende,West-Vlaanderen,2e verdieping,Ja,,,"Maritiem Plein,3.0,West-Vlaanderen,Belgium",51.2338135,2.9295961,
10479,12036.0,Appareil fixe-Vast apparaat,Koningin Astridplein,27.0,2000.0,Antwerpen,Antwerpen,Gelijkvloers: voorbij trappen stationshal: in de hal van de sporen: links om de hoek,Oui-Ja,Non-Nee,5:45 - 22:00,"Koningin Astridplein,27.0,Antwerpen,Belgium",51.2185297,4.4207857,
10549,12216.0,Appareil fixe-Vast apparaat,Desguinlei ,244.0,2018.0,Antwerpen,Antwerpen,Gelijkvloers aan de centrale ingang in het midden van het gebouw. Bij het binnenkomen van het gebouw direct naar rechtsgaan. Achter de hoek hangt het toestel.,Oui-Ja,Non-Nee,Alle werkdagen van 15 augustus tot 30 juni!,"Desguinlei ,244.0,Antwerpen,Belgium",51.194908,4.4044371,
10629,12310.0,Appareil fixe-Vast apparaat,Nieuwlandenweg,,2030.0,Antwerpen,Antwerpen,,,,,"Nieuwlandenweg,,Antwerpen,Belgium",51.2213404,4.4051485,
10806,12509.0,Appareil fixe-Vast apparaat,De Keyserhoeve ,66.0,2040.0,Zandvliet,Antwerpen,"Aan de voorgevel, naast de brievenbus",Oui-Ja,Oui-Ja,7 dagen op 7,"De Keyserhoeve ,66.0,Antwerpen,Belgium",51.3597986,4.3101555,
10841,12554.0,Appareil fixe-Vast apparaat,Scheldelaan ,480.0,2040.0,Antwerpen,Antwerpen,Inkomhal gebouw C (loket kontrolekamer),Oui-Ja,Oui-Ja,,"Scheldelaan ,480.0,Antwerpen,Belgium",51.2998941,4.3074336,
10842,12555.0,Appareil fixe-Vast apparaat,Scheldelaan ,480.0,2040.0,Antwerpen,Antwerpen,Inkomhal Gebouw W,Oui-Ja,Oui-Ja,,"Scheldelaan ,480.0,Antwerpen,Belgium",51.2998941,4.3074336,
10843,12556.0,Appareil fixe-Vast apparaat,Scheldelaan ,480.0,2040.0,Antwerpen,Antwerpen,Inkomhal medische dienst,Oui-Ja,Oui-Ja,,"Scheldelaan ,480.0,Antwerpen,Belgium",51.2998941,4.3074336,
10917,12628.0,Appareil fixe-Vast apparaat,Grauwmeer,14.0,3001.0,Heverlee,Vlaams-Brabant,In de inkomhal van de onderneming,Non-Nee,,,"Grauwmeer,14.0,Vlaams-Brabant,Belgium",50.8490537,4.7234797,
10918,12629.0,Appareil fixe-Vast apparaat,Ambachtenlaan,3230.0,3001.0,Leuven,Vlaams-Brabant,In de productiefaciliteiten van de onderneming,Non-Nee,,,"Ambachtenlaan,3230.0,Vlaams-Brabant,Belgium",50.848691,4.7182558,
10928,12647.0,Appareil fixe-Vast apparaat,Kronenburgstraat,62.0,2018.0,Antwerpen,Antwerpen,Inkom onthaal,Non-Nee,Non-Nee,,"Kronenburgstraat,62.0,Antwerpen,Belgium",51.2120287,4.3974974,
10952,12673.0,Appareil fixe-Vast apparaat,"Koordekenshoef, haven",83.0,2030.0,Antwerpen,Antwerpen,1e verdiep gang naar burelen.,Non-Nee,Non-Nee,,"Koordekenshoef, haven,83.0,Antwerpen,Belgium",51.2503122,4.3930785,
10978,12708.0,Appareil fixe-Vast apparaat,Geldenaaksebaan,335.0,3001.0,Heverlee,Vlaams-Brabant,Proximus gebouw inkom,Non-Nee,,,"Geldenaaksebaan,335.0,Vlaams-Brabant,Belgium",50.8561309,4.7193272,
10985,12716.0,Appareil fixe-Vast apparaat,Geldenaaksebaan,335.0,3001.0,Heverlee,Vlaams-Brabant,blok C inkom,Non-Nee,Non-Nee,,"Geldenaaksebaan,335.0,Vlaams-Brabant,Belgium",50.8561309,4.7193272,
11011,12746.0,Appareil fixe-Vast apparaat,Theaterplein,1.0,2000.0,Antwerpen,Antwerpen,"Stadsschouwburg, inkomfoyer aan receptie",Non-Nee,Non-Nee,,"Theaterplein,1.0,Antwerpen,Belgium",51.2151169,4.4100866,
11056,12800.0,Appareil fixe-Vast apparaat,Vaartstraat,9.0,3000.0,Leuven,Vlaams-Brabant,Bistro Tribunal - aan vestiaire,Non-Nee,Non-Nee,,"Vaartstraat,9.0,Vlaams-Brabant,Belgium",50.8833196,4.7010639,
11073,12817.0,Appareil fixe-Vast apparaat,President Kennedypark,14.0,8500.0,Kortrijk,West-Vlaanderen,"Binnen, inkomhal links
",Oui-Ja,Non-Nee,8-18u op weekdagen,"President Kennedypark,14.0,West-Vlaanderen,Belgium",50.8004697,3.2735276,
11077,12821.0,Appareil fixe-Vast apparaat,Ambachtenlaan,,3001.0,Heverlee,Vlaams-Brabant,Delletrans - onthaalruimte,Non-Nee,Non-Nee,,"Ambachtenlaan,,Vlaams-Brabant,Belgium",50.848691,4.7182558,
11084,12829.0,Appareil fixe-Vast apparaat,Noorderlaan,147.0,2030.0,Antwerpen,Antwerpen,"Fluor Engineering - 7e verdieping, bezoekersingang links",Non-Nee,Non-Nee,,"Noorderlaan,147.0,Antwerpen,Belgium",51.2697864,4.3766281,
11093,12844.0,Appareil fixe-Vast apparaat,Verbindingsdok-Westkaai,28.0,2000.0,Antwerpen,Antwerpen,Zino Projects - bureelruimte 6e verdiep,Non-Nee,Non-Nee,,"Verbindingsdok-Westkaai,28.0,Antwerpen,Belgium",51.2303265,4.4065181,
11096,12849.0,Appareil fixe-Vast apparaat,Overleiestraat,41.0,8500.0,Kortrijk,West-Vlaanderen,"Theater Antigone - bij toiletten
",Non-Nee,Non-Nee,,"Overleiestraat,41.0,West-Vlaanderen,Belgium",50.8326689,3.2602861,
11115,12882.0,Appareil fixe-Vast apparaat,Haven - Kruisweg,2.0,2040.0,Antwerpen,Antwerpen,"VLS Group, gebouw Servaes I, kantoor dispatch",Oui-Ja,Oui-Ja,,"Haven - Kruisweg,2.0,Antwerpen,Belgium",51.3170309,4.3353445,
11116,12883.0,Appareil fixe-Vast apparaat,Haven - Kruisweg,6.0,2040.0,Antwerpen,Antwerpen,"VLS Group - gebouw logiwl, kantoor dispatch",Non-Nee,Non-Nee,,"Haven - Kruisweg,6.0,Antwerpen,Belgium",51.3170309,4.3353445,
11117,12884.0,Appareil fixe-Vast apparaat,Haven Kruisweg ,9.0,2040.0,Antwerpen,Antwerpen,"VLS Group - gebouw Ecowell I, kantoor ppg",Non-Nee,Non-Nee,,"Haven Kruisweg ,9.0,Antwerpen,Belgium",51.3170309,4.3353445,
11118,12885.0,Appareil fixe-Vast apparaat,Haven Kruisweg,9.0,2040.0,Antwerpen,Antwerpen,"VLS Group, gebouw hoofdkantoor, receptie 1e verdiep",Non-Nee,Non-Nee,,"Haven Kruisweg,9.0,Antwerpen,Belgium",51.3170309,4.3353445,
11119,12886.0,Appareil fixe-Vast apparaat,Haven Kruisweg,11.0,2040.0,Antwerpen,Antwerpen,"VLS Group, gebouw Ecowell IV, kantoor inkomhal",Non-Nee,Non-Nee,,"Haven Kruisweg,11.0,Antwerpen,Belgium",51.3170309,4.3353445,
11120,12887.0,Appareil fixe-Vast apparaat,Moerstraat,9.0,2040.0,Antwerpen,Antwerpen,"VLS Group, Gebouw Blauwhoef 1, kantoor inkomhal",Non-Nee,Non-Nee,,"Moerstraat,9.0,Antwerpen,Belgium",51.3023061,4.3402291,
11121,12888.0,Appareil fixe-Vast apparaat,Moerstraat,17.0,2040.0,Antwerpen,Antwerpen,"VLS Group, gebouw Blauwhoef 3, Orbuit team inkomhal",Non-Nee,Non-Nee,,"Moerstraat,17.0,Antwerpen,Belgium",51.3023061,4.3402291,
11130,12900.0,Appareil fixe-Vast apparaat,Noorderlaan,,2030.0,Antwerpen,Antwerpen,"Satic nv, Atlantic House, 12e verdieping",Non-Nee,Non-Nee,,"Noorderlaan,,Antwerpen,Belgium",51.2697864,4.3766281,
11158,12929.0,Appareil fixe-Vast apparaat,Vaartstraat,131.0,3000.0,Leuven,Vlaams-Brabant,"Cypres - gelijkvloers, doorgang naar apartement",Non-Nee,Non-Nee,,"Vaartstraat,131.0,Vlaams-Brabant,Belgium",50.9270162,4.421211,
11166,12937.0,Appareil fixe-Vast apparaat,Meir,,2000.0,Antwerpen,Antwerpen,Nespresso Antwerpen - bergruimte,Non-Nee,Non-Nee,,"Meir,,Antwerpen,Belgium",51.2180888,4.4091154,
11185,12956.0,Appareil fixe-Vast apparaat,Interleuvenlaan,86.0,3001.0,Heverlee,Vlaams-Brabant,in de inkomhal aan de voordeur,Non-Nee,enkel tijdens de kantooruren (8 - 19u),,"Interleuvenlaan,86.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
11190,12961.0,Appareil fixe-Vast apparaat,Veemarkt,23.0,8500.0,Kortrijk,West-Vlaanderen,"Gelijkvloers, CM-kantoor",Oui-Ja,Non-Nee,,"Veemarkt,23.0,West-Vlaanderen,Belgium",50.8266496,3.2732172,
11191,12962.0,Appareil fixe-Vast apparaat,Beneluxpark,22.0,8500.0,Kortrijk,West-Vlaanderen,"Gelijkvloers, inkomhal CM-gebouw",Oui-Ja,Non-Nee,,"Beneluxpark,22.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
11248,13111.0,Appareil fixe-Vast apparaat,Scheldelaan,414.0,2030.0,Antwerpen,Antwerpen,"Hangt in een kast, in de blauwe inkom van het gebouw en is tijdens de kantooruren voor iedereen toegankelijk.
Gelijkvloers. 
Kan verplaatst worden. ",Oui-Ja,tijdens de werkuren,6.30 AM - 4 PM,"Scheldelaan,414.0,Antwerpen,Belgium",51.2998941,4.3074336,
11283,13189.0,Appareil fixe-Vast apparaat,Hamburgstraat ,3.0,2030.0,Antwerpen,Antwerpen,Het apparaat staat in de werkhal van het bedrijf Qpinch. ,Non-Nee,Oui-Ja,,"Hamburgstraat ,3.0,Antwerpen,Belgium",51.2633133,4.4110256,
11287,13215.0,Appareil fixe-Vast apparaat,Zandvoordeschorredijkstraat,85.0,8400.0,Oostende,West-Vlaanderen,kantoor,Non-Nee,Oui-Ja,,"Zandvoordeschorredijkstraat,85.0,West-Vlaanderen,Belgium",51.20733,2.9412523,
11320,13249.0,Appareil fixe-Vast apparaat,Industrieweg ,11.0,2030.0,Antwerpen,Antwerpen,Dispatch,Oui-Ja,Non-Nee,,"Industrieweg ,11.0,Antwerpen,Belgium",51.2518764,4.3503943,
11323,13253.0,Appareil fixe-Vast apparaat,Slijkensesteenweg,3.0,8400.0,Oostende,West-Vlaanderen,In inkomhal gelijkvloers,Non-Nee,Non-Nee,van ma tot vrij van 8u30 tot 17u30,"Slijkensesteenweg,3.0,West-Vlaanderen,Belgium",51.2243587,2.9354405,
11406,13377.0,Appareil fixe-Vast apparaat,Polderdijkweg ,3.0,2030.0,Antwerpen,Antwerpen,DCU (IPH),Oui-Ja,Oui-Ja,,"Polderdijkweg ,3.0,Antwerpen,Belgium",51.2637792,4.3425698,
11496,13475.0,Appareil fixe-Vast apparaat,D’Herbouvillekaai,80.0,2000.0,Antwerpen,Antwerpen,Bureau werfleider,Oui-Ja,,,"D’Herbouvillekaai,80.0,Antwerpen,Belgium",51.2009062,4.3668249,
11554,13537.0,Appareil fixe-Vast apparaat,Stationsplein,8.0,8500.0,Kortrijk,West-Vlaanderen,inkomhal stationshall (lokettenzaal) ,Oui-Ja,Non-Nee,Alle dagen van 04u00 - 21u30,"Stationsplein,8.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
11561,13545.0,Appareil fixe-Vast apparaat,Halvemaandijk ,4.0,8400.0,Oostende,West-Vlaanderen,"Clubgebouw van Ostend Sailing, Kant dijk",Oui-Ja,Oui-Ja,,"Halvemaandijk ,4.0,West-Vlaanderen,Belgium",51.2378422,2.9282528,
11585,13571.0,Appareil fixe-Vast apparaat,Pastoor Bellonstraat,29.0,3018.0,Wijgmaal,Vlaams-Brabant,Buiten - tussen kantine en kleedkamers,Oui-Ja,Non-Nee,in functie van de openingsuren van het sportcomplex - Stad Leuven,"Pastoor Bellonstraat,29.0,Vlaams-Brabant,Belgium",50.9261998,4.7052617,
11622,13616.0,Appareil fixe-Vast apparaat,Brugsesteenweg ,163.0,8500.0,Kortrijk,West-Vlaanderen,Refter ter hoogte van de showroom,Non-Nee,Non-Nee,van maandag tot vrijdag tijdens kantooruren,"Brugsesteenweg ,163.0,West-Vlaanderen,Belgium",50.9634774,3.1205975,
11634,13631.0,Appareil fixe-Vast apparaat,Solvaylaan ,7.0,8400.0,Oostende,West-Vlaanderen,"Toestel in aanwezig in de inkom van het gebouw.
De deur is gesloten maar links naast de deur hangt een intercom waarmee je de controlekamer kan bereiken  en zij kunnen de deur openen en zo kan je aan de AED..
Ook bereikbaar via telefoonnummer: 059/24 20 07",Oui-Ja,Oui-Ja,,"Solvaylaan ,7.0,West-Vlaanderen,Belgium",51.2091377,2.996258,
11644,13641.0,Appareil fixe-Vast apparaat,De Bosschaertstraat,,2020.0,Anvers,Antwerpen,Accueil,Oui-Ja,Non-Nee,,"De Bosschaertstraat,,Antwerpen,Belgium",51.1867501,4.3831592,
11703,13710.0,Appareil fixe-Vast apparaat,Kardinaal Mercierlaan ,46.0,3001.0,Heverlee,Vlaams-Brabant,Accueil,Oui-Ja,Non-Nee,,"Kardinaal Mercierlaan ,46.0,Vlaams-Brabant,Belgium",50.8651041,4.6923507,
11704,13711.0,Appareil fixe-Vast apparaat,Kardinaal Mercierlaan,46.0,3001.0,Heverlee,Vlaams-Brabant,Accueil,Oui-Ja,Non-Nee,,"Kardinaal Mercierlaan,46.0,Vlaams-Brabant,Belgium",50.8651041,4.6923507,
11705,13712.0,Appareil fixe-Vast apparaat,Kardinaal Mercierlaan,46.0,3001.0,Heverlee,Vlaams-Brabant,Accueil,Oui-Ja,Non-Nee,,"Kardinaal Mercierlaan,46.0,Vlaams-Brabant,Belgium",50.8651041,4.6923507,
11746,13754.0,Appareil fixe-Vast apparaat,President Kennedyspark,43.0,8500.0,Kortrijk,West-Vlaanderen,Grote bureau van de gelijkvloers,Non-Nee,Non-Nee,,"President Kennedyspark,43.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
11887,13900.0,Appareil fixe-Vast apparaat,Geldenaaksebaan,327.0,3001.0,Leuven,Vlaams-Brabant,Inkomhal/balie,Oui-Ja,Non-Nee,"Ma tot vrij van 8u30 tot 21u30, za en zon gesloten. Vakanties gesloten","Geldenaaksebaan,327.0,Vlaams-Brabant,Belgium",50.8561309,4.7193272,
11895,13907.0,Appareil fixe-Vast apparaat,Entrepotplaats,1.0,2000.0,Antwerpen,Antwerpen,5de verdieping - FOD Binnenlandse Zaken - directie 112,Non-Nee,Oui-Ja,,"Entrepotplaats,1.0,Antwerpen,Belgium",51.2276064,4.4115963,
11896,13910.0,Appareil fixe-Vast apparaat,Tiensestraat ,,3010.0,Leuven,Vlaams-Brabant,Inkomhal hoofdgebouw,Non-Nee,Non-Nee,,"Tiensestraat ,,Vlaams-Brabant,Belgium",50.8758104,4.7080615,
11933,13944.0,Appareil fixe-Vast apparaat,"Gebouw 1026, Haasrode Reseach Park, Technologielaan",11.0,3001.0,Leuven,Vlaams-Brabant,"Voorzijde gebouw, verdieping 2, naast de lift",Non-Nee,Non-Nee,"Maandag t.e.m. vrijdag, 9u00 tot 18u00","Gebouw 1026, Haasrode Reseach Park, Technologielaan,11.0,Vlaams-Brabant,Belgium",50.8502816,4.727723999999999,
11999,13990.0,Appareil fixe-Vast apparaat,Plopsa Station Antwerp - Mediaplein,,2018.0,Antwerpen,Antwerpen,Plopsa Station Antwerp,Oui-Ja,Non-Nee,https://www.plopsastationantwerp.be/nl/openingstijden,"Plopsa Station Antwerp - Mediaplein,,Antwerpen,Belgium",51.2134549,4.4220529,
12003,13994.0,Appareil fixe-Vast apparaat,Ellermanstraat ,71.0,2000.0,Antwerpen,Antwerpen,"Gelijkvloers, inkom campus Viaduct - AP Hogeschool Antwerpen",Oui-Ja,Non-Nee,Tussen 8u en 18u,"Ellermanstraat ,71.0,Antwerpen,Belgium",51.2297875,4.4172222,
12009,14000.0,Appareil fixe-Vast apparaat,Vrieskaai,42.0,2030.0,Antwerpen,Antwerpen,hal gelijkvloers aan de hoofdingang,Non-Nee,Oui-Ja,,"Vrieskaai,42.0,Antwerpen,Belgium",51.2531179,4.3989438,
12026,14018.0,Appareil fixe-Vast apparaat,Mechelsesteenweg ,203.0,2018.0,Antwerpen,Antwerpen,Inkomhal  na de gang in het kantoorgebouw,Non-Nee,Non-Nee,Kantooruren,"Mechelsesteenweg ,203.0,Antwerpen,Belgium",51.2055418,4.4102937,
12063,14057.0,Appareil fixe-Vast apparaat,Edith Kielpad ,,2000.0,Antwerpen,Antwerpen,1ste verdieping,Oui-Ja,Non-Nee,Op weekdagen tussen 09-17u,"Edith Kielpad ,,Antwerpen,Belgium",51.2066775,4.3847647,
12064,14058.0,Appareil fixe-Vast apparaat,Kattendijkdok-Oostkaai ,51.0,2000.0,Antwerpen,Antwerpen,gelijkvloers,Oui-Ja,Non-Nee,tijdens de werkdagen tussen 09-17u,"Kattendijkdok-Oostkaai ,51.0,Antwerpen,Belgium",51.2333716,4.4091778,
12065,14059.0,Appareil fixe-Vast apparaat,Belgiëlei ,,2000.0,Antwerpen,Antwerpen,1ste verdieping,Oui-Ja,Non-Nee,op weekdagen tussen 09-17u,"Belgiëlei ,,Antwerpen,Belgium",51.2053497,4.4175914,
12078,14072.0,Appareil fixe-Vast apparaat,Jan van Gentstraat,7.0,2000.0,Antwerpen,Antwerpen,gelijkvloers,Oui-Ja,Non-Nee,op weekdagen: 09-17u,"Jan van Gentstraat,7.0,Antwerpen,Belgium",51.2054316,4.3876582,
12137,14135.0,Appareil fixe-Vast apparaat,Frankrijklei,26.0,2000.0,Antwerpen,Antwerpen,.,Oui-Ja,Non-Nee,,"Frankrijklei,26.0,Antwerpen,Belgium",51.2151342,4.4127668,
12144,14142.0,Appareil fixe-Vast apparaat,Jan Vandeveldelaan,15.0,3010.0,Leuven,Vlaams-Brabant,in de sterilisatieruimte naast de balie,Oui-Ja,Non-Nee,tijdens openingsuren: 09-17u,"Jan Vandeveldelaan,15.0,Vlaams-Brabant,Belgium",50.8743341,4.7249858,
